title,released_year,rated_class,run_time,stars,total_ratings,genre,summary
Spider-Man 3,2007.0,PG,2h 19m,6.3,632K,Action|Adventure|Sci-Fi,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge."
The Hunger Games: Mockingjay - Part 2,2015.0,PG,2h 17m,6.5,369K,Action|Adventure|Sci-Fi,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.
The Girl on the Train,2016.0,14A,1h 52m,6.5,198K,Crime|Drama|Mystery,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.
Teenage Mutant Ninja Turtles,2014.0,PG,1h 41m,5.8,219K,Action|Adventure|Comedy,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
Robin Hood: Prince of Thieves,1991.0,PG,2h 23m,6.9,207K,Action|Adventure|Drama,Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.
Force of Nature: The Dry 2,2024.0,R,2h,6.6,533,Thriller,Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still alive.
Shrek 2,2004.0,G,1h 33m,7.3,501K,Animation|Adventure|Comedy,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be."
The Count of Monte Cristo,2002.0,PG,2h 11m,7.7,148K,Action|Adventure|Drama,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
A Bug's Life,1998.0,G,1h 35m,7.2,312K,Animation|Adventure|Comedy,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
Annie,1982.0,G,2h 6m,6.6,49K,Comedy|Drama|Family,"A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage."
The Empire,2024.0,,1h 50m,5.0,241,Adventure|Comedy|Drama,A small village of Northern France is the battleground of undercover extraterrestrial knights.
Iron Man 3,2013.0,PG,2h 10m,7.1,894K,Action|Adventure|Sci-Fi,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
The Lost World: Jurassic Park,1997.0,14A,2h 9m,6.5,441K,Action|Adventure|Sci-Fi,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda."
Plane,2023.0,14A,1h 47m,6.5,76K,Action|Adventure|Thriller,A pilot finds himself caught in a war zone after he's forced to land his commercial aircraft during a terrible storm.
Queen of Hearts,2019.0,18+,2h 7m,7.0,14K,Drama,A successful lawyer jeopardizes her career and threatens to tear her family apart after engaging in an affair with her teenage stepson.
28 Weeks Later,2007.0,18A,1h 40m,6.9,292K,Horror|Sci-Fi,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan."
Which Brings Me to You,2023.0,,1h 38m,5.6,1.2K,Romance,Two romantic burnouts meet at a wedding and almost hook up in the coatroom before putting the brakes on. They agree to exchange candid confessions about their pasts on the off chance that this might be the real thing.
Mars Attacks!,,,,,,,
13 Hours,2016.0,14A,2h 24m,7.3,159K,Action|Drama|History,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos."
Giannis: The Marvelous Journey,2024.0,,1h 49m,8.5,537,Sport|Documentary,"The story of Giannis Antetokounmpo, global NBA superstar, from the streets of Athens to becoming an NBA champion and two-time league MVP."
Laura,1944.0,PG,1h 28m,7.9,51K,Drama|Film-Noir|Mystery,A police detective falls in love with the woman whose murder he is investigating.
Renfield,2023.0,14A,1h 33m,6.4,93K,Comedy|Fantasy|Horror,"Renfield, Dracula's henchman and inmate at the lunatic asylum for decades, longs for a life away from the Count, his various demands, and all of the bloodshed that comes with them."
Minions,2015.0,G,1h 31m,6.4,257K,Animation|Adventure|Comedy,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
Road Trip,2000.0,14A,1h 33m,6.5,177K,Comedy,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.
Falling Down,1993.0,R,1h 53m,7.6,205K,Action|Crime|Drama,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
The Sting,1973.0,PG,2h 9m,8.3,278K,Comedy|Crime|Drama,Two grifters team up to pull off the ultimate con.
Shot Caller,2017.0,14A,2h 1m,7.3,96K,Crime|Drama|Thriller,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.
The Magnificent Seven,2016.0,14A,2h 12m,6.9,227K,Action|Adventure|Drama,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.
Shaun of the Dead,2004.0,18A,1h 39m,7.9,590K,Comedy|Horror,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
Spring Breakers,2012.0,18A,1h 34m,5.3,148K,Crime|Drama|Thriller,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer."
Limitless,2011.0,14A,1h 45m,7.4,609K,Sci-Fi|Thriller,"A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers."
Hannibal,2001.0,18A,2h 11m,6.8,291K,Crime|Drama|Thriller,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim."
Alita: Battle Angel,2019.0,PG,2h 2m,7.3,291K,Action|Adventure|Sci-Fi,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is."
In the Mood for Love,2000.0,PG,1h 38m,8.1,165K,Drama|Romance,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
Lawrence of Arabia,1962.0,PG,3h 38m,8.3,312K,Adventure|Biography|Drama,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
Desperation Road,2023.0,R,1h 52m,5.8,3K,Action|Crime|Drama,"A Southern Noir thriller, set in a tough-and-tumble Mississippi town where a woman and her young daughter are caught in the crossfire when whiskey, guns, and the desire for revenge violently intersect."
Knock at the Cabin,2023.0,14A,1h 40m,6.1,113K,Horror|Mystery|Thriller,"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse."
Guardians of the Galaxy Vol,2017.0,PG,2h 16m,7.6,754K,Action|Adventure|Comedy,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego."
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023.0,14A,1h 50m,7.5,11K,Animation|Action|Adventure,"Tanjiro needs to bring a definitive end to Upper Rank Six. After the dust settles, he goes with his sister Nezuko to the Swordsmith Village in search of a new sword."
Curiosa,2019.0,13+,1h 47m,5.4,3.5K,Biography|Drama|History,"A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier."
Teenage Mutant Ninja Turtles,,,,,,,
I See You,2019.0,13+,1h 38m,6.8,65K,Drama|Horror|Mystery,"A policeman and his doctor wife have some marriage problems and the son blames the mother. For his job, the policeman investigates a case of a missing boy. The possible kidnapping looks like some cases from a few years ago."
M3GAN,2022.0,14A,1h 42m,6.4,140K,Horror|Sci-Fi|Thriller,A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.
Antichrist,2009.0,R,1h 48m,6.5,136K,Drama|Horror|Thriller,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
Star Wars: Episode II - Attack of the Clones,2002.0,PG,2h 22m,6.6,754K,Action|Adventure|Fantasy,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi discovers a secret clone army crafted for the Jedi."
12 Monkeys,1995.0,14A,2h 9m,8.0,644K,Mystery|Sci-Fi|Thriller,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
Quadrophenia,1979.0,18A,2h,7.2,21K,Drama|Music,"Jimmy Cooper loathes his dead-end job and his working-class parents. He seeks solace with his mod clique, scooter riding, and drugs, only to be disappointed."
8 Mile,2002.0,18A,1h 50m,7.2,318K,Drama|Music,"Follows a young rapper in the Detroit area, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
Contact,1997.0,PG,2h 30m,7.5,291K,Drama|Mystery|Sci-Fi,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine."
Remember Me,2010.0,PG,1h 53m,7.1,155K,Drama|Romance,"A romantic drama centred on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder."
Cats,2019.0,PG,1h 50m,2.8,56K,Comedy|Drama|Family,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.
The Nightingale,2018.0,18A,2h 16m,7.3,35K,Adventure|Drama|Thriller,"Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services of an Aboriginal tracker named Billy, who is also marked by trauma from his own violence-filled past."
Those Who Wish Me Dead,2021.0,14A,1h 40m,6.0,72K,Action|Drama|Thriller,A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.
Kinds of Kindness,,,,,,Comedy|Drama,Plot kept under wraps.
Dead Man's Shoes,2004.0,Not Rated,1h 30m,7.5,58K,Crime|Drama|Thriller,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.
The Great Escaper,2023.0,,1h 36m,7.0,3.6K,Drama,Bernard Jordan escapes from his care home to attend the 70th Anniversary of the D-Day Landings in France.
The Secret Life of Walter Mitty,2013.0,PG,1h 54m,7.3,339K,Adventure|Comedy|Drama,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
Minecraft,2025.0,,,,,Action|Adventure|Family,"The malevolent Ender Dragon sets out on a path of destruction, prompting a young girl and her group of unlikely adventurers to set out to save the Overworld."
The Devil All the Time,2020.0,R,2h 18m,7.1,151K,Crime|Drama|Thriller,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.
